Well,Omit,sample_id_old,Target,Dye,Task,Cq,Quantity,plate_id,study,template_vol,elution_vol,,,,,,,,,,,
D7,FALSE,AR_4_27,Ps,FAM,Unknown,Undetermined,,Ps_samples_2,AR,1,100,,,,,,,,,,,
D8,FALSE,AR_4_27,Ps,FAM,Unknown,Undetermined,,Ps_samples_2,AR,1,100,,,,,,,,,,,
D9,FALSE,AR_4_27,Ps,FAM,Unknown,Undetermined,,Ps_samples_2,AR,1,100,,,,,,,,,,,
D10,FALSE,AR_4_40,Ps,FAM,Unknown,Undetermined,,Ps_samples_2,AR,1,100,,,,,,,,,,,
D11,FALSE,AR_4_40,Ps,FAM,Unknown,Undetermined,,Ps_samples_2,AR,1,100,,,,,,,,,,,
D12,FALSE,AR_4_40,Ps,FAM,Unknown,Undetermined,,Ps_samples_2,AR,1,100,,,,,,,,,,,
E1,FALSE,1.00E+03,Ps,FAM,Standard,29.50005526,1000,Ps_samples_2,,1,100,,,,,,,,,,,
E2,FALSE,1.00E+03,Ps,FAM,Standard,28.5397316,1000,Ps_samples_2,,1,100,,,,,,,,,,,
E3,FALSE,1.00E+03,Ps,FAM,Standard,28.21746259,1000,Ps_samples_2,,1,100,,,,,,,,,,,
E4,FALSE,AR_5_23,Ps,FAM,Unknown,Undetermined,,Ps_samples_2,AR,1,100,,,,,,,,,,,
E5,FALSE,AR_5_23,Ps,FAM,Unknown,Undetermined,,Ps_samples_2,AR,1,100,,,,,,,,,,,
E6,FALSE,AR_5_23,Ps,FAM,Unknown,Undetermined,,Ps_samples_2,AR,1,100,,,,,,,,,,,
E7,FALSE,AR_5_27,Ps,FAM,Unknown,Undetermined,,Ps_samples_2,AR,1,100,,,,,,,,,,,
E8,FALSE,AR_5_27,Ps,FAM,Unknown,Undetermined,,Ps_samples_2,AR,1,100,,,,,,,,,,,
E9,FALSE,AR_5_27,Ps,FAM,Unknown,Undetermined,,Ps_samples_2,AR,1,100,,,,,,,,,,,
E10,FALSE,AR_5_40,Ps,FAM,Unknown,Undetermined,,Ps_samples_2,AR,1,100,,,,,,,,,,,
E11,FALSE,AR_5_40,Ps,FAM,Unknown,Undetermined,,Ps_samples_2,AR,1,100,,,,,,,,,,,
E12,FALSE,AR_5_40,Ps,FAM,Unknown,Undetermined,,Ps_samples_2,AR,1,100,,,,,,,,,,,
F1,FALSE,1.00E+04,Ps,FAM,Standard,26.04826012,10000,Ps_samples_2,,1,100,,,,,,,,,,,
F2,FALSE,1.00E+04,Ps,FAM,Standard,25.39790211,10000,Ps_samples_2,,1,100,,,,,,,,,,,
F3,FALSE,1.00E+04,Ps,FAM,Standard,25.45992671,10000,Ps_samples_2,,1,100,,,,,,,,,,,
F4,FALSE,tapres_tapres_23,Ps,FAM,Unknown,Undetermined,,Ps_samples_2,AR,1,100,,,,,,,,,,,
F5,FALSE,tapres_tapres_23,Ps,FAM,Unknown,Undetermined,,Ps_samples_2,AR,1,100,,,,,,,,,,,
F6,FALSE,tapres_tapres_23,Ps,FAM,Unknown,Undetermined,,Ps_samples_2,AR,1,100,,,,,,,,,,,
F7,FALSE,tapres_tapres_27,Ps,FAM,Unknown,Undetermined,,Ps_samples_2,AR,1,100,,,,,,,,,,,
F8,FALSE,tapres_tapres_27,Ps,FAM,Unknown,Undetermined,,Ps_samples_2,AR,1,100,,,,,,,,,,,
F9,FALSE,tapres_tapres_27,Ps,FAM,Unknown,Undetermined,,Ps_samples_2,AR,1,100,,,,,,,,,,,
F10,FALSE,tapres_tapres_40,Ps,FAM,Unknown,Undetermined,,Ps_samples_2,AR,1,100,,,,,,,,,,,
F11,FALSE,tapres_tapres_40,Ps,FAM,Unknown,Undetermined,,Ps_samples_2,AR,1,100,,,,,,,,,,,
F12,FALSE,tapres_tapres_40,Ps,FAM,Unknown,Undetermined,,Ps_samples_2,AR,1,100,,,,,,,,,,,
G1,FALSE,1.00E+05,Ps,FAM,Standard,23.02941737,100000,Ps_samples_2,,1,100,,,,,,,,,,,
G2,FALSE,1.00E+05,Ps,FAM,Standard,22.24840479,100000,Ps_samples_2,,1,100,,,,,,,,,,,
G3,FALSE,1.00E+05,Ps,FAM,Standard,22.04468559,100000,Ps_samples_2,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
G10,FALSE,control_manifB_40,Ps,FAM,Unknown,Undetermined,,Ps_samples_2,AR,1,100,,,,,,,,,,,
G11,FALSE,control_manifB_40,Ps,FAM,Unknown,Undetermined,,Ps_samples_2,AR,1,100,,,,,,,,,,,
G12,FALSE,control_manifB_40,Ps,FAM,Unknown,Undetermined,,Ps_samples_2,AR,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
A1,FALSE,NTC,MAC,SYBR,Negative Control,Undetermined,,MAC_samples_2,,1,100,,,,,,,,,,,
A2,FALSE,NTC,MAC,SYBR,Negative Control,Undetermined,,MAC_samples_2,,1,100,,,,,,,,,,,
A3,FALSE,NTC,MAC,SYBR,Negative Control,Undetermined,,MAC_samples_2,,1,100,,,,,,,,,,,
A4,FALSE,AR_1_23,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
A5,FALSE,AR_1_23,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
A6,FALSE,AR_1_23,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
A7,FALSE,AR_1_27,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
A8,FALSE,AR_1_27,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
A9,FALSE,AR_1_27,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
A10,FALSE,AR_1_40,MAC,SYBR,Unknown,37.95019051,1.857512894,MAC_samples_2,AR,1,100,,,,,,,,,,,
A11,FALSE,AR_1_40,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
A12,FALSE,AR_1_40,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
B1,FALSE,5,MAC,SYBR,Standard,36.99542621,5,MAC_samples_2,,1,100,,,,,,,,,,,
B2,FALSE,5,MAC,SYBR,Standard,34.58419725,5,MAC_samples_2,,1,100,,,,,,,,,,,
B3,FALSE,5,MAC,SYBR,Standard,Undetermined,5,MAC_samples_2,,1,100,,,,,,,,,,,
B4,FALSE,AR_2_23,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
B5,FALSE,AR_2_23,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
B6,FALSE,AR_2_23,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
B7,FALSE,AR_2_27,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
B8,FALSE,AR_2_27,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
B9,FALSE,AR_2_27,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
B10,FALSE,AR_2_40,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
B11,FALSE,AR_2_40,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
B12,FALSE,AR_2_40,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
C1,FALSE,10,MAC,SYBR,Standard,35.007586,10,MAC_samples_2,,1,100,,,,,,,,,,,
C2,FALSE,10,MAC,SYBR,Standard,37.1602825,10,MAC_samples_2,,1,100,,,,,,,,,,,
C3,FALSE,10,MAC,SYBR,Standard,35.99473765,10,MAC_samples_2,,1,100,,,,,,,,,,,
C4,FALSE,AR_3_23,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
C5,FALSE,AR_3_23,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
C6,FALSE,AR_3_23,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
C7,FALSE,AR_3_27,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
C8,FALSE,AR_3_27,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
C9,FALSE,AR_3_27,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
C10,FALSE,AR_3_40,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
C11,FALSE,AR_3_40,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
C12,FALSE,AR_3_40,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
D1,FALSE,1.00E+02,MAC,SYBR,Standard,31.98047896,100,MAC_samples_2,,1,100,,,,,,,,,,,
D2,FALSE,1.00E+02,MAC,SYBR,Standard,31.63967733,100,MAC_samples_2,,1,100,,,,,,,,,,,
D3,FALSE,1.00E+02,MAC,SYBR,Standard,31.53083094,100,MAC_samples_2,,1,100,,,,,,,,,,,
D4,FALSE,AR_4_23,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
D5,FALSE,AR_4_23,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
D6,FALSE,AR_4_23,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
D7,FALSE,AR_4_27,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
D8,FALSE,AR_4_27,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
D9,FALSE,AR_4_27,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
D10,FALSE,AR_4_40,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
D11,FALSE,AR_4_40,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
D12,FALSE,AR_4_40,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
E1,FALSE,1.00E+03,MAC,SYBR,Standard,28.26840927,1000,MAC_samples_2,,1,100,,,,,,,,,,,
E2,FALSE,1.00E+03,MAC,SYBR,Standard,28.01403737,1000,MAC_samples_2,,1,100,,,,,,,,,,,
E3,FALSE,1.00E+03,MAC,SYBR,Standard,28.17505523,1000,MAC_samples_2,,1,100,,,,,,,,,,,
E4,FALSE,AR_5_23,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
E5,FALSE,AR_5_23,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
E6,FALSE,AR_5_23,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
E7,FALSE,AR_5_27,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
E8,FALSE,AR_5_27,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
E9,FALSE,AR_5_27,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
E10,FALSE,AR_5_40,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
E11,FALSE,AR_5_40,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
E12,FALSE,AR_5_40,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
F1,FALSE,1.00E+04,MAC,SYBR,Standard,25.1029699,10000,MAC_samples_2,,1,100,,,,,,,,,,,
F2,FALSE,1.00E+04,MAC,SYBR,Standard,24.91924936,10000,MAC_samples_2,,1,100,,,,,,,,,,,
F3,FALSE,1.00E+04,MAC,SYBR,Standard,24.97804179,10000,MAC_samples_2,,1,100,,,,,,,,,,,
F4,FALSE,tapres_tapres_23,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
F5,FALSE,tapres_tapres_23,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
F6,FALSE,tapres_tapres_23,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
F7,FALSE,tapres_tapres_27,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
F8,FALSE,tapres_tapres_27,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
F9,FALSE,tapres_tapres_27,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
F10,FALSE,tapres_tapres_40,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
F11,FALSE,tapres_tapres_40,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
F12,FALSE,tapres_tapres_40,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
G1,FALSE,1.00E+05,MAC,SYBR,Standard,21.50902294,100000,MAC_samples_2,,1,100,,,,,,,,,,,
G2,FALSE,1.00E+05,MAC,SYBR,Standard,21.2541109,100000,MAC_samples_2,,1,100,,,,,,,,,,,
G3,FALSE,1.00E+05,MAC,SYBR,Standard,21.3758085,100000,MAC_samples_2,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
G10,FALSE,control_manifB_40,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
G11,FALSE,control_manifB_40,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
G12,FALSE,control_manifB_40,MAC,SYBR,Unknown,Undetermined,,MAC_samples_2,AR,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
A1,FALSE,NTC,Ps,FAM,Negative Control,Undetermined,,Ps_samples_3,,1,100,,,,,,,,,,,
A2,FALSE,NTC,Ps,FAM,Negative Control,Undetermined,,Ps_samples_3,,1,100,,,,,,,,,,,
A3,FALSE,NTC,Ps,FAM,Negative Control,Undetermined,,Ps_samples_3,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
B1,FALSE,5,Ps,FAM,Standard,Undetermined,5,Ps_samples_3,,1,100,,,,,,,,,,,
B2,FALSE,5,Ps,FAM,Standard,36.52529088,5,Ps_samples_3,,1,100,,,,,,,,,,,
B3,FALSE,5,Ps,FAM,Standard,37.00069188,5,Ps_samples_3,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
C1,FALSE,10,Ps,FAM,Standard,38.74962961,10,Ps_samples_3,,1,100,,,,,,,,,,,
C2,FALSE,10,Ps,FAM,Standard,37.13423086,10,Ps_samples_3,,1,100,,,,,,,,,,,
C3,TRUE,10,Ps,FAM,Standard,Undetermined,10,Ps_samples_3,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
D1,FALSE,1.00E+02,Ps,FAM,Standard,33.43715793,100,Ps_samples_3,,1,100,,,,,,,,,,,
D2,FALSE,1.00E+02,Ps,FAM,Standard,33.1521491,100,Ps_samples_3,,1,100,,,,,,,,,,,
D3,FALSE,1.00E+02,Ps,FAM,Standard,33.51716166,100,Ps_samples_3,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
E1,FALSE,1.00E+03,Ps,FAM,Standard,30.15720548,1000,Ps_samples_3,,1,100,,,,,,,,,,,
E2,FALSE,1.00E+03,Ps,FAM,Standard,29.53467188,1000,Ps_samples_3,,1,100,,,,,,,,,,,
E3,FALSE,1.00E+03,Ps,FAM,Standard,29.96692589,1000,Ps_samples_3,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
F1,FALSE,1.00E+04,Ps,FAM,Standard,26.47438615,10000,Ps_samples_3,,1,100,,,,,,,,,,,
F2,FALSE,1.00E+04,Ps,FAM,Standard,25.81980278,10000,Ps_samples_3,,1,100,,,,,,,,,,,
F3,FALSE,1.00E+04,Ps,FAM,Standard,26.31269202,10000,Ps_samples_3,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
G1,FALSE,1.00E+05,Ps,FAM,Standard,24.87792567,100000,Ps_samples_3,,1,100,,,,,,,,,,,
G2,FALSE,1.00E+05,Ps,FAM,Standard,24.3763421,100000,Ps_samples_3,,1,100,,,,,,,,,,,
G3,FALSE,1.00E+05,Ps,FAM,Standard,24.48723576,100000,Ps_samples_3,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
A1,FALSE,NTC,MAC,SYBR,Negative Control,Undetermined,,MAC_samples_3,,1,100,,,,,,,,,,,
A2,FALSE,NTC,MAC,SYBR,Negative Control,Undetermined,,MAC_samples_3,,1,100,,,,,,,,,,,
A3,FALSE,NTC,MAC,SYBR,Negative Control,Undetermined,,MAC_samples_3,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
B1,FALSE,5,MAC,SYBR,Standard,35.62442429,5,MAC_samples_3,,1,100,,,,,,,,,,,
B2,FALSE,5,MAC,SYBR,Standard,34.89871635,5,MAC_samples_3,,1,100,,,,,,,,,,,
B3,FALSE,5,MAC,SYBR,Standard,36.14855852,5,MAC_samples_3,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
C1,FALSE,10,MAC,SYBR,Standard,35.26369436,10,MAC_samples_3,,1,100,,,,,,,,,,,
C2,FALSE,10,MAC,SYBR,Standard,34.75641546,10,MAC_samples_3,,1,100,,,,,,,,,,,
C3,FALSE,10,MAC,SYBR,Standard,34.89449736,10,MAC_samples_3,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
D1,FALSE,1.00E+02,MAC,SYBR,Standard,31.48284333,100,MAC_samples_3,,1,100,,,,,,,,,,,
D2,FALSE,1.00E+02,MAC,SYBR,Standard,31.6986392,100,MAC_samples_3,,1,100,,,,,,,,,,,
D3,FALSE,1.00E+02,MAC,SYBR,Standard,31.99119752,100,MAC_samples_3,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
E1,FALSE,1.00E+03,MAC,SYBR,Standard,27.70815176,1000,MAC_samples_3,,1,100,,,,,,,,,,,
E2,FALSE,1.00E+03,MAC,SYBR,Standard,27.87516403,1000,MAC_samples_3,,1,100,,,,,,,,,,,
E3,FALSE,1.00E+03,MAC,SYBR,Standard,27.81643929,1000,MAC_samples_3,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
F1,FALSE,1.00E+04,MAC,SYBR,Standard,24.51967705,10000,MAC_samples_3,,1,100,,,,,,,,,,,
F2,FALSE,1.00E+04,MAC,SYBR,Standard,24.63788405,10000,MAC_samples_3,,1,100,,,,,,,,,,,
F3,FALSE,1.00E+04,MAC,SYBR,Standard,24.56745605,10000,MAC_samples_3,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
G1,FALSE,1.00E+05,MAC,SYBR,Standard,21.34383891,100000,MAC_samples_3,,1,100,,,,,,,,,,,
G2,FALSE,1.00E+05,MAC,SYBR,Standard,21.28068501,100000,MAC_samples_3,,1,100,,,,,,,,,,,
G3,FALSE,1.00E+05,MAC,SYBR,Standard,21.26477016,100000,MAC_samples_3,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
