Well,Omit,sample_id_old,Target,Dye,Task,Cq,Quantity,plate_id,study,template_vol,elution_vol,,,,,,,,,,,
A1,FALSE,NTC,Ps,FAM,Negative Control,Undetermined,,Ps_samples_4,,1,100,,,,,,,,,,,
A2,FALSE,NTC,Ps,FAM,Negative Control,Undetermined,,Ps_samples_4,,1,100,,,,,,,,,,,
A3,FALSE,NTC,Ps,FAM,Negative Control,Undetermined,,Ps_samples_4,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
B1,FALSE,5,Ps,FAM,Standard,35.59879433,5,Ps_samples_4,,1,100,,,,,,,,,,,
B2,FALSE,5,Ps,FAM,Standard,36.41594418,5,Ps_samples_4,,1,100,,,,,,,,,,,
B3,FALSE,5,Ps,FAM,Standard,35.41521807,5,Ps_samples_4,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
C1,FALSE,10,Ps,FAM,Standard,35.65917835,10,Ps_samples_4,,1,100,,,,,,,,,,,
C2,FALSE,10,Ps,FAM,Standard,36.06543464,10,Ps_samples_4,,1,100,,,,,,,,,,,
C3,FALSE,10,Ps,FAM,Standard,35.06792219,10,Ps_samples_4,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
D1,FALSE,1.00E+02,Ps,FAM,Standard,32.29267065,100,Ps_samples_4,,1,100,,,,,,,,,,,
D2,FALSE,1.00E+02,Ps,FAM,Standard,31.52643733,100,Ps_samples_4,,1,100,,,,,,,,,,,
D3,FALSE,1.00E+02,Ps,FAM,Standard,31.57415424,100,Ps_samples_4,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
E1,FALSE,1.00E+03,Ps,FAM,Standard,28.4994967,1000,Ps_samples_4,,1,100,,,,,,,,,,,
E2,FALSE,1.00E+03,Ps,FAM,Standard,28.12574997,1000,Ps_samples_4,,1,100,,,,,,,,,,,
E3,FALSE,1.00E+03,Ps,FAM,Standard,28.13095218,1000,Ps_samples_4,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
F1,FALSE,1.00E+04,Ps,FAM,Standard,25.13374775,10000,Ps_samples_4,,1,100,,,,,,,,,,,
F2,FALSE,1.00E+04,Ps,FAM,Standard,24.88421604,10000,Ps_samples_4,,1,100,,,,,,,,,,,
F3,FALSE,1.00E+04,Ps,FAM,Standard,24.98159048,10000,Ps_samples_4,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
G1,FALSE,1.00E+05,Ps,FAM,Standard,22.06259087,100000,Ps_samples_4,,1,100,,,,,,,,,,,
G2,FALSE,1.00E+05,Ps,FAM,Standard,21.42362448,100000,Ps_samples_4,,1,100,,,,,,,,,,,
G3,FALSE,1.00E+05,Ps,FAM,Standard,21.35824109,100000,Ps_samples_4,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
A1,FALSE,NTC,MAC,SYBR,Negative Control,Undetermined,,MAC_samples_4,,1,100,,,,,,,,,,,
A2,FALSE,NTC,MAC,SYBR,Negative Control,Undetermined,,MAC_samples_4,,1,100,,,,,,,,,,,
A3,FALSE,NTC,MAC,SYBR,Negative Control,Undetermined,,MAC_samples_4,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
B1,FALSE,5,MAC,SYBR,Standard,32.87119233,5,MAC_samples_4,,1,100,,,,,,,,,,,
B2,FALSE,5,MAC,SYBR,Standard,33.8073784,5,MAC_samples_4,,1,100,,,,,,,,,,,
B3,FALSE,5,MAC,SYBR,Standard,33.69924944,5,MAC_samples_4,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
C1,FALSE,10,MAC,SYBR,Standard,32.30197242,10,MAC_samples_4,,1,100,,,,,,,,,,,
C2,FALSE,10,MAC,SYBR,Standard,31.9638324,10,MAC_samples_4,,1,100,,,,,,,,,,,
C3,FALSE,10,MAC,SYBR,Standard,Undetermined,10,MAC_samples_4,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
D1,FALSE,1.00E+02,MAC,SYBR,Standard,28.96583384,100,MAC_samples_4,,1,100,,,,,,,,,,,
D2,FALSE,1.00E+02,MAC,SYBR,Standard,28.95350932,100,MAC_samples_4,,1,100,,,,,,,,,,,
D3,FALSE,1.00E+02,MAC,SYBR,Standard,29.13381936,100,MAC_samples_4,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
E1,FALSE,1.00E+03,MAC,SYBR,Standard,25.22156229,1000,MAC_samples_4,,1,100,,,,,,,,,,,
E2,FALSE,1.00E+03,MAC,SYBR,Standard,25.41120853,1000,MAC_samples_4,,1,100,,,,,,,,,,,
E3,FALSE,1.00E+03,MAC,SYBR,Standard,25.3304281,1000,MAC_samples_4,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
F1,FALSE,1.00E+04,MAC,SYBR,Standard,22.11211748,10000,MAC_samples_4,,1,100,,,,,,,,,,,
F2,FALSE,1.00E+04,MAC,SYBR,Standard,21.63580474,10000,MAC_samples_4,,1,100,,,,,,,,,,,
F3,FALSE,1.00E+04,MAC,SYBR,Standard,21.71070985,10000,MAC_samples_4,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
G1,FALSE,1.00E+05,MAC,SYBR,Standard,18.03479059,100000,MAC_samples_4,,1,100,,,,,,,,,,,
G2,FALSE,1.00E+05,MAC,SYBR,Standard,18.30867755,100000,MAC_samples_4,,1,100,,,,,,,,,,,
G3,FALSE,1.00E+05,MAC,SYBR,Standard,17.74562395,100000,MAC_samples_4,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
A1,FALSE,NTC,Ps,FAM,Negative Control,Undetermined,,Ps_samples_5,,1,100,,,,,,,,,,,
A2,FALSE,NTC,Ps,FAM,Negative Control,Undetermined,,Ps_samples_5,,1,100,,,,,,,,,,,
A3,FALSE,NTC,Ps,FAM,Negative Control,Undetermined,,Ps_samples_5,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
B1,FALSE,5,Ps,FAM,Standard,36.04940169,5,Ps_samples_5,,1,100,,,,,,,,,,,
B2,FALSE,5,Ps,FAM,Standard,33.45902622,5,Ps_samples_5,,1,100,,,,,,,,,,,
B3,FALSE,5,Ps,FAM,Standard,33.69538438,5,Ps_samples_5,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
C1,FALSE,10,Ps,FAM,Standard,34.92996256,10,Ps_samples_5,,1,100,,,,,,,,,,,
C2,FALSE,10,Ps,FAM,Standard,32.68462674,10,Ps_samples_5,,1,100,,,,,,,,,,,
C3,FALSE,10,Ps,FAM,Standard,32.74196906,10,Ps_samples_5,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
D1,FALSE,1.00E+02,Ps,FAM,Standard,30.60890044,100,Ps_samples_5,,1,100,,,,,,,,,,,
D2,FALSE,1.00E+02,Ps,FAM,Standard,29.83722976,100,Ps_samples_5,,1,100,,,,,,,,,,,
D3,FALSE,1.00E+02,Ps,FAM,Standard,30.37820977,100,Ps_samples_5,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
E1,FALSE,1.00E+03,Ps,FAM,Standard,26.55337201,1000,Ps_samples_5,,1,100,,,,,,,,,,,
E2,FALSE,1.00E+03,Ps,FAM,Standard,26.78499865,1000,Ps_samples_5,,1,100,,,,,,,,,,,
E3,FALSE,1.00E+03,Ps,FAM,Standard,26.79079452,1000,Ps_samples_5,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
F1,FALSE,1.00E+04,Ps,FAM,Standard,23.33642203,10000,Ps_samples_5,,1,100,,,,,,,,,,,
F2,FALSE,1.00E+04,Ps,FAM,Standard,23.32251894,10000,Ps_samples_5,,1,100,,,,,,,,,,,
F3,FALSE,1.00E+04,Ps,FAM,Standard,23.3732012,10000,Ps_samples_5,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
G1,FALSE,1.00E+05,Ps,FAM,Standard,19.90552531,100000,Ps_samples_5,,1,100,,,,,,,,,,,
G2,FALSE,1.00E+05,Ps,FAM,Standard,20.03009583,100000,Ps_samples_5,,1,100,,,,,,,,,,,
G3,FALSE,1.00E+05,Ps,FAM,Standard,19.90969693,100000,Ps_samples_5,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
A1,FALSE,NTC,MAC,SYBR,Negative Control,Undetermined,,MAC_samples_5,,1,100,,,,,,,,,,,
A2,FALSE,NTC,MAC,SYBR,Negative Control,Undetermined,,MAC_samples_5,,1,100,,,,,,,,,,,
A3,FALSE,NTC,MAC,SYBR,Negative Control,Undetermined,,MAC_samples_5,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
B1,FALSE,5,MAC,SYBR,Standard,34.88147752,5,MAC_samples_5,,1,100,,,,,,,,,,,
B2,FALSE,5,MAC,SYBR,Standard,36.06181598,5,MAC_samples_5,,1,100,,,,,,,,,,,
B3,FALSE,5,MAC,SYBR,Standard,35.92179135,5,MAC_samples_5,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
C1,FALSE,10,MAC,SYBR,Standard,35.51311066,10,MAC_samples_5,,1,100,,,,,,,,,,,
C2,FALSE,10,MAC,SYBR,Standard,34.10181881,10,MAC_samples_5,,1,100,,,,,,,,,,,
C3,FALSE,10,MAC,SYBR,Standard,34.46728908,10,MAC_samples_5,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
D1,FALSE,1.00E+02,MAC,SYBR,Standard,30.01183822,100,MAC_samples_5,,1,100,,,,,,,,,,,
D2,FALSE,1.00E+02,MAC,SYBR,Standard,30.30902899,100,MAC_samples_5,,1,100,,,,,,,,,,,
D3,FALSE,1.00E+02,MAC,SYBR,Standard,31.09748058,100,MAC_samples_5,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
E1,FALSE,1.00E+03,MAC,SYBR,Standard,26.77310919,1000,MAC_samples_5,,1,100,,,,,,,,,,,
E2,FALSE,1.00E+03,MAC,SYBR,Standard,26.81964625,1000,MAC_samples_5,,1,100,,,,,,,,,,,
E3,FALSE,1.00E+03,MAC,SYBR,Standard,26.91709869,1000,MAC_samples_5,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
F1,FALSE,1.00E+04,MAC,SYBR,Standard,23.93973042,10000,MAC_samples_5,,1,100,,,,,,,,,,,
F2,FALSE,1.00E+04,MAC,SYBR,Standard,24.1236048,10000,MAC_samples_5,,1,100,,,,,,,,,,,
F3,FALSE,1.00E+04,MAC,SYBR,Standard,24.00137251,10000,MAC_samples_5,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
G1,FALSE,1.00E+05,MAC,SYBR,Standard,20.67552978,100000,MAC_samples_5,,1,100,,,,,,,,,,,
G2,FALSE,1.00E+05,MAC,SYBR,Standard,20.986471,100000,MAC_samples_5,,1,100,,,,,,,,,,,
G3,FALSE,1.00E+05,MAC,SYBR,Standard,20.74342258,100000,MAC_samples_5,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
A1,FALSE,NTC,Ps,FAM,Negative Control,Undetermined,,Ps_samples_6,,1,100,,,,,,,,,,,
A2,FALSE,NTC,Ps,FAM,Negative Control,Undetermined,,Ps_samples_6,,1,100,,,,,,,,,,,
A3,FALSE,NTC,Ps,FAM,Negative Control,Undetermined,,Ps_samples_6,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
B1,FALSE,5,Ps,FAM,Standard,35.84603145,5,Ps_samples_6,,1,100,,,,,,,,,,,
B2,FALSE,5,Ps,FAM,Standard,Undetermined,5,Ps_samples_6,,1,100,,,,,,,,,,,
B3,FALSE,5,Ps,FAM,Standard,37.5504176,5,Ps_samples_6,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
C1,FALSE,10,Ps,FAM,Standard,36.12938526,10,Ps_samples_6,,1,100,,,,,,,,,,,
C2,FALSE,10,Ps,FAM,Standard,36.71933186,10,Ps_samples_6,,1,100,,,,,,,,,,,
C3,FALSE,10,Ps,FAM,Standard,36.17518001,10,Ps_samples_6,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
D1,FALSE,1.00E+02,Ps,FAM,Standard,32.74080941,100,Ps_samples_6,,1,100,,,,,,,,,,,
D2,FALSE,1.00E+02,Ps,FAM,Standard,31.9313839,100,Ps_samples_6,,1,100,,,,,,,,,,,
D3,FALSE,1.00E+02,Ps,FAM,Standard,32.50608223,100,Ps_samples_6,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
E1,FALSE,1.00E+03,Ps,FAM,Standard,29.30576005,1000,Ps_samples_6,,1,100,,,,,,,,,,,
E2,FALSE,1.00E+03,Ps,FAM,Standard,28.63680403,1000,Ps_samples_6,,1,100,,,,,,,,,,,
E3,FALSE,1.00E+03,Ps,FAM,Standard,28.74926554,1000,Ps_samples_6,,1,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
F1,FALSE,1.00E+04,Ps,FAM,Standard,25.89539307,10000,Ps_samples_6,,1,100,,,,,,,,,,,
F2,FALSE,1.00E+04,Ps,FAM,Standard,25.53763465,10000,Ps_samples_6,,1,100,,,,,,,,,,,
